Part_ID,Part_Name,Category,Brand,Competitor_Brand,Price,Cost,Competitor_Price,Units_Sold,Region,Date,Currency,Revenue,Profit,Gross_Margin_%,Competitiveness_Index,Price_diff,Price_pct_diff,Margin,Revenue_calc
2014,Ball Joint,Suspension,Hyundai,Nissan,20.31,14.6,18.92,462,UK,2024-07-31,GBP,9383.22,2638.02,28.11422944362383,93.15608074839982,1.389999999999997,7.3467230443974465,5.709999999999999,9383.22
2003,Spark Plug,Engine,Kia,Toyota,36.96,24.33,37.16,461,EU,2024-01-31,GBP,17038.56,5822.430000000001,34.17207792207792,100.5411255411255,-0.19999999999999574,-0.5382131324004191,12.630000000000003,17038.56
2003,Spark Plug,Engine,Toyota,Kia,39.09,24.73,42.79,457,EU,2024-10-31,GBP,17864.13,6562.520000000001,36.73573804041955,109.4653364031722,-3.6999999999999957,-8.646880112175733,14.360000000000003,17864.13
2004,Timing Belt,Engine,Hyundai,Nissan,61.15,46.59,59.7,457,UK,2025-04-30,GBP,27945.55,6653.919999999997,23.8103025347506,97.62878168438267,1.4499999999999957,2.4288107202679994,14.559999999999995,27945.55
2013,Control Arm,Suspension,Hyundai,Nissan,36.09,24.98,36.83,454,EU,2025-07-31,GBP,16384.86,5043.940000000001,30.78415073427543,102.0504294818509,-0.7399999999999949,-2.009231604670092,11.110000000000003,16384.86
2004,Timing Belt,Engine,Nissan,Hyundai,62.13,46.22,67.14,452,UK,2025-04-30,GBP,28082.76,7191.320000000002,25.6075969740866,108.0637373249638,-5.009999999999998,-7.4620196604110784,15.910000000000004,28082.760000000002
2003,Spark Plug,Engine,Kia,Toyota,39.78,25.79,43.71,438,EU,2024-10-31,GBP,17423.64,6127.620000000001,35.16842634489694,109.8793363499246,-3.9299999999999997,-8.991077556623198,13.990000000000002,17423.64
2018,Thermostat,Cooling,Toyota,Kia,56.09,39.86,57.59,433,UK,2025-01-31,GBP,24286.97,7027.590000000002,28.93563915136388,102.6742734890355,-1.5,-2.604618857440528,16.230000000000004,24286.97
2003,Spark Plug,Engine,Nissan,Hyundai,34.52,26.3,31.57,432,UK,2025-04-30,GBP,14912.64,3551.040000000001,23.81228273464659,91.45422943221321,2.950000000000003,9.344314222363012,8.220000000000002,14912.640000000001
2014,Ball Joint,Suspension,Hyundai,Nissan,21.71,15.37,19.98,426,UK,2025-10-31,GBP,9248.460000000001,2700.840000000001,29.20313219714418,92.03132197144173,1.7300000000000004,8.658658658658661,6.340000000000002,9248.460000000001
2004,Timing Belt,Engine,Toyota,Kia,63.65,48.2,67.55,420,EU,2024-07-31,GBP,26733.0,6488.999999999998,24.27336999214453,106.127258444619,-3.8999999999999986,-5.773501110288673,15.449999999999996,26733.0
2018,Thermostat,Cooling,Toyota,Kia,51.36,41.59,49.18,416,EU,2024-04-30,GBP,21365.76,4064.319999999998,19.02258566978193,95.75545171339563,2.1799999999999997,4.432696217974786,9.769999999999996,21365.76
2018,Thermostat,Cooling,Nissan,Hyundai,46.81,41.0,48.58,415,EU,2024-07-31,GBP,19426.15,2411.150000000001,12.41187780388806,103.781243324076,-1.769999999999996,-3.64347468093865,5.810000000000002,19426.15
2015,Strut Mount,Suspension,Hyundai,Nissan,46.97,35.36,43.99,414,UK,2025-04-30,GBP,19445.58,4806.54,24.7179050457739,93.65552480306579,2.979999999999997,6.774266878836091,11.61,19445.579999999998
2018,Thermostat,Cooling,Toyota,Kia,52.65,41.31,56.55,410,EU,2025-10-31,GBP,21586.5,4649.399999999999,21.53846153846153,107.4074074074074,-3.8999999999999986,-6.89655172413793,11.339999999999996,21586.5
2003,Spark Plug,Engine,Toyota,Kia,35.64,25.23,35.21,408,UK,2024-07-31,GBP,14541.12,4247.28,29.20875420875421,98.79349046015713,0.4299999999999997,1.2212439647827313,10.41,14541.12
2014,Ball Joint,Suspension,Kia,Toyota,23.33,15.31,21.45,408,UK,2024-01-31,GBP,9518.64,3272.159999999999,34.37633947706814,91.941705957994,1.879999999999999,8.76456876456876,8.019999999999998,9518.64
2004,Timing Belt,Engine,Kia,Toyota,63.45,47.41,62.68,406,EU,2024-04-30,GBP,25760.7,6512.240000000003,25.27974783293933,98.78644602048857,0.7700000000000031,1.2284620293554613,16.040000000000006,25760.7
2003,Spark Plug,Engine,Toyota,Kia,34.71,23.95,38.15,402,EU,2025-10-31,GBP,13953.42,4325.52,30.99971189858831,109.910688562374,-3.4399999999999977,-9.01703800786369,10.760000000000002,13953.42
2014,Ball Joint,Suspension,Hyundai,Nissan,23.62,14.4,21.44,401,UK,2024-04-30,GBP,9471.62,3697.22,39.03471634208298,90.77053344623201,2.1799999999999997,10.16791044776119,9.22,9471.62
2014,Ball Joint,Suspension,Kia,Toyota,23.3,14.44,22.8,399,EU,2025-01-31,GBP,9296.7,3535.14,38.02575107296138,97.85407725321889,0.5,2.1929824561403506,8.860000000000001,9296.7
